No,Material,Type,Shape,Coat/Functional Group,Synthesis_Method,Surface_Charge,Diameter (nm),Size_in_Water (nm),Zeta_in_Water (mV),Cell_Type,No_of_Cells (cells/well),Human_Animal,Cell_Source,Cell_Tissue,Cell_Morphology,Cell_Age,Cell Line_Primary Cell,Time (hr),Concentration (ug/ml),Test,Test_Indicator,Cell_Viability (%)
2543,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,-40.5,MCF-7,5000.0,H,Human,Breast,Epithelial,Adult,L,72,100.0,CellTiterGlo,LuciferaseEnzyme,24.466
2544,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,-40.5,MCF-7,5000.0,H,Human,Breast,Epithelial,Adult,L,72,200.0,CellTiterGlo,LuciferaseEnzyme,16.39
2545,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,-40.5,MCF-7,5000.0,H,Human,Breast,Epithelial,Adult,L,72,400.0,CellTiterGlo,LuciferaseEnzyme,11.164
2546,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,-40.5,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,24,25.0,CellTiterGlo,LuciferaseEnzyme,79.426
2547,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,-40.5,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,24,50.0,CellTiterGlo,LuciferaseEnzyme,59.809
2548,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,-40.5,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,24,100.0,CellTiterGlo,LuciferaseEnzyme,50.239
2549,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,-40.5,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,24,200.0,CellTiterGlo,LuciferaseEnzyme,33.971
2550,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,-40.5,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,24,400.0,CellTiterGlo,LuciferaseEnzyme,19.856
2551,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,-40.5,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,48,25.0,CellTiterGlo,LuciferaseEnzyme,59.809
2552,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,-40.5,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,48,50.0,CellTiterGlo,LuciferaseEnzyme,48.086
2553,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,-40.5,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,48,100.0,CellTiterGlo,LuciferaseEnzyme,39.234
2554,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,-40.5,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,48,200.0,CellTiterGlo,LuciferaseEnzyme,29.665
2555,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,-40.5,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,48,400.0,CellTiterGlo,LuciferaseEnzyme,16.029
2556,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,-40.5,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,72,25.0,CellTiterGlo,LuciferaseEnzyme,45.215
2557,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,-40.5,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,72,50.0,CellTiterGlo,LuciferaseEnzyme,38.278
2558,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,-40.5,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,72,100.0,CellTiterGlo,LuciferaseEnzyme,29.665
2559,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,-40.5,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,72,200.0,CellTiterGlo,LuciferaseEnzyme,23.206
2560,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,-40.5,IMR90,5000.0,H,Human,Lung,Fibroblast,Adult,L,72,400.0,CellTiterGlo,LuciferaseEnzyme,14.593
2862,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,6.25,MTT,TetrazoliumSalt,110.51
2863,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,12.5,MTT,TetrazoliumSalt,111.86
2864,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,25.0,MTT,TetrazoliumSalt,105.12
2865,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,50.0,MTT,TetrazoliumSalt,80.593
2866,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,100.0,MTT,TetrazoliumSalt,70.62
2867,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,200.0,MTT,TetrazoliumSalt,71.429
2868,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,6.25,MTT,TetrazoliumSalt,112.0
2869,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,12.5,MTT,TetrazoliumSalt,110.4
2870,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,25.0,MTT,TetrazoliumSalt,123.47
2871,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,50.0,MTT,TetrazoliumSalt,122.67
2872,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,100.0,MTT,TetrazoliumSalt,130.93
2873,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,200.0,MTT,TetrazoliumSalt,142.93
2874,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,6.25,WST-1,TetrazoliumSalt,101.08
2875,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,12.5,WST-1,TetrazoliumSalt,102.42
2876,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,25.0,WST-1,TetrazoliumSalt,95.43
2877,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,50.0,WST-1,TetrazoliumSalt,80.376
2878,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,100.0,WST-1,TetrazoliumSalt,75.538
2879,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,200.0,WST-1,TetrazoliumSalt,75.806
2880,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,6.25,WST-1,TetrazoliumSalt,119.09
2881,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,12.5,WST-1,TetrazoliumSalt,132.53
2882,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,25.0,WST-1,TetrazoliumSalt,130.38
2883,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,50.0,WST-1,TetrazoliumSalt,134.41
2884,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,100.0,WST-1,TetrazoliumSalt,129.84
2885,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,200.0,WST-1,TetrazoliumSalt,128.49
2886,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,6.25,Live/Dead,TrypanBlue,98.895
2887,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,12.5,Live/Dead,TrypanBlue,96.961
2888,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,25.0,Live/Dead,TrypanBlue,96.961
2889,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,50.0,Live/Dead,TrypanBlue,91.436
2890,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,100.0,Live/Dead,TrypanBlue,80.663
2891,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,NR8383,5000.0,A,Rat,Lung,Macrophage,Adult,L,24,200.0,Live/Dead,TrypanBlue,73.204
2892,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,6.25,Live/Dead,TrypanBlue,116.57
2893,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,12.5,Live/Dead,TrypanBlue,117.96
2894,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,25.0,Live/Dead,TrypanBlue,123.76
2895,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,50.0,Live/Dead,TrypanBlue,140.33
2896,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,100.0,Live/Dead,TrypanBlue,136.46
2897,EudragitRL,O,Sphere,None,Emulsion-Solvent Evaporation ,Positive,142.0,185.0,56,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,200.0,Live/Dead,TrypanBlue,157.18
2923,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,24,0.2,MTS,TetrazoliumSalt,46.853
2924,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,24,0.4,MTS,TetrazoliumSalt,71.562
2925,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,24,2.0,MTS,TetrazoliumSalt,75.524
2926,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,24,4.0,MTS,TetrazoliumSalt,79.487
2927,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,24,20.0,MTS,TetrazoliumSalt,72.494
2928,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,24,40.0,MTS,TetrazoliumSalt,2.0979
2929,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,96,0.2,MTS,TetrazoliumSalt,86.247
2930,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,96,0.4,MTS,TetrazoliumSalt,59.441
2931,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,96,2.0,MTS,TetrazoliumSalt,81.818
2932,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,96,4.0,MTS,TetrazoliumSalt,84.149
2933,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,96,20.0,MTS,TetrazoliumSalt,82.284
2934,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,96,40.0,MTS,TetrazoliumSalt,-1.3986
2935,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,24,0.2,MTS,TetrazoliumSalt,99.394
2936,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,24,0.4,MTS,TetrazoliumSalt,81.212
2937,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,24,2.0,MTS,TetrazoliumSalt,94.242
2938,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,24,4.0,MTS,TetrazoliumSalt,90.303
2939,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,24,20.0,MTS,TetrazoliumSalt,23.03
2940,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,24,40.0,MTS,TetrazoliumSalt,1.2121
2941,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,0.2,MTS,TetrazoliumSalt,120.0
2942,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,0.4,MTS,TetrazoliumSalt,119.7
2943,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,2.0,MTS,TetrazoliumSalt,109.39
2944,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,4.0,MTS,TetrazoliumSalt,118.79
2945,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,20.0,MTS,TetrazoliumSalt,6.6667
2946,Au,I,Sphere,None,Commercial,Negative,61.46,70.8,-32.66,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,40.0,MTS,TetrazoliumSalt,1.2121
2947,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,24,0.2,MTS,TetrazoliumSalt,108.99
2948,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,24,0.4,MTS,TetrazoliumSalt,135.36
2949,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,24,2.0,MTS,TetrazoliumSalt,131.59
2950,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,24,4.0,MTS,TetrazoliumSalt,153.91
2951,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,24,20.0,MTS,TetrazoliumSalt,145.22
2952,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,24,40.0,MTS,TetrazoliumSalt,140.0
2953,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,24,200.0,MTS,TetrazoliumSalt,137.68
2954,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,24,400.0,MTS,TetrazoliumSalt,128.7
2955,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,96,0.2,MTS,TetrazoliumSalt,78.261
2956,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,96,0.4,MTS,TetrazoliumSalt,78.551
2957,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,96,2.0,MTS,TetrazoliumSalt,88.406
2958,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,96,4.0,MTS,TetrazoliumSalt,92.174
2959,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,96,20.0,MTS,TetrazoliumSalt,99.13
2960,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,96,40.0,MTS,TetrazoliumSalt,98.841
2961,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,96,200.0,MTS,TetrazoliumSalt,94.203
2962,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,L,96,400.0,MTS,TetrazoliumSalt,85.507
2963,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,24,0.2,MTS,TetrazoliumSalt,120.51
2964,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,24,0.4,MTS,TetrazoliumSalt,117.66
2965,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,24,2.0,MTS,TetrazoliumSalt,121.65
2966,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,24,4.0,MTS,TetrazoliumSalt,105.13
2967,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,24,20.0,MTS,TetrazoliumSalt,116.24
2968,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,40.0,MTS,TetrazoliumSalt,116.24
2969,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,200.0,MTS,TetrazoliumSalt,121.08
2970,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,400.0,MTS,TetrazoliumSalt,126.78
2971,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,0.2,MTS,TetrazoliumSalt,78.632
2972,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,0.4,MTS,TetrazoliumSalt,85.755
2973,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,2.0,MTS,TetrazoliumSalt,106.84
2974,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,4.0,MTS,TetrazoliumSalt,92.308
2975,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,20.0,MTS,TetrazoliumSalt,110.54
2976,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,40.0,MTS,TetrazoliumSalt,113.39
2977,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,200.0,MTS,TetrazoliumSalt,108.26
2978,Au,I,Star,None,Chemical Reduction,Negative,33.69,41.5,-24.52,RFPEC,5000.0,A,Rat,FatPad,Endothelial,Adult,L,96,400.0,MTS,TetrazoliumSalt,70.94
2993,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,HCT-116,10000.0,H,Human,Colon,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,72.5
2994,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,HCT-116,10000.0,H,Human,Colon,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,62.4
2995,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,HCT-116,10000.0,H,Human,Colon,Epithelial,Adult,L,24,150.0,MTT,TetrazoliumSalt,51.1
2996,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,HCT-116,10000.0,H,Human,Colon,Epithelial,Adult,L,24,200.0,MTT,TetrazoliumSalt,43.6
2997,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,68.45
2998,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,56.88
2999,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,24,150.0,MTT,TetrazoliumSalt,48.84
3000,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,A549,10000.0,H,Human,Lung,Epithelial,Adult,L,24,200.0,MTT,TetrazoliumSalt,38.0
3001,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,VERO,10000.0,A,Monkey,Kidney,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,93.61
3002,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,VERO,10000.0,A,Monkey,Kidney,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,76.74
3003,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,VERO,10000.0,A,Monkey,Kidney,Epithelial,Adult,L,24,150.0,MTT,TetrazoliumSalt,65.42
3004,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,VERO,10000.0,A,Monkey,Kidney,Epithelial,Adult,L,24,200.0,MTT,TetrazoliumSalt,61.08
3005,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,HCT-116,100000.0,H,Human,Colon,Epithelial,Adult,L,24,50.0,Live/Dead,TrypanBlue,72.74
3006,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,HCT-116,100000.0,H,Human,Colon,Epithelial,Adult,L,24,100.0,Live/Dead,TrypanBlue,58.52
3007,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,HCT-116,100000.0,H,Human,Colon,Epithelial,Adult,L,24,150.0,Live/Dead,TrypanBlue,52.62
3008,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,HCT-116,100000.0,H,Human,Colon,Epithelial,Adult,L,24,200.0,Live/Dead,TrypanBlue,42.93
3009,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,A549,100000.0,H,Human,Lung,Epithelial,Adult,L,24,50.0,Live/Dead,TrypanBlue,67.1
3010,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,A549,100000.0,H,Human,Lung,Epithelial,Adult,L,24,100.0,Live/Dead,TrypanBlue,55.78
3011,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,A549,100000.0,H,Human,Lung,Epithelial,Adult,L,24,150.0,Live/Dead,TrypanBlue,46.88
3012,ZrO2,I,Sphere,None,Green Synthesis,Negative,10.0,10.0,-45.5,A549,100000.0,H,Human,Lung,Epithelial,Adult,L,24,200.0,Live/Dead,TrypanBlue,36.98
3057,Ag,I,Sphere,Citrate,Chemical Reduction,Negative,50.0,79.0,-35,HDF,3000.0,H,Human,Skin,Fibroblast,Adult,L,24,12.5,MTS,TetrazoliumSalt,87.98
3058,Ag,I,Sphere,Citrate,Chemical Reduction,Negative,50.0,79.0,-35,HDF,3000.0,H,Human,Skin,Fibroblast,Adult,L,24,25.0,MTS,TetrazoliumSalt,84.143
3059,Ag,I,Sphere,Citrate,Chemical Reduction,Negative,50.0,79.0,-35,HDF,3000.0,H,Human,Skin,Fibroblast,Adult,L,24,50.0,MTS,TetrazoliumSalt,66.752
3060,Ag,I,Sphere,Citrate,Chemical Reduction,Negative,50.0,79.0,-35,HDF,3000.0,H,Human,Skin,Fibroblast,Adult,L,24,100.0,MTS,TetrazoliumSalt,50.639
3061,Ag,I,Sphere,Citrate,Chemical Reduction,Negative,50.0,79.0,-35,A549,3000.0,H,Human,Lung,Epithelial,Adult,L,24,12.5,MTS,TetrazoliumSalt,96.419
3062,Ag,I,Sphere,Citrate,Chemical Reduction,Negative,50.0,79.0,-35,A549,3000.0,H,Human,Lung,Epithelial,Adult,L,24,25.0,MTS,TetrazoliumSalt,94.373
